eps,min_samples,silhouette_score,num_clusters,num_outliers
0.04400000000000001,164,0.3266909894960794,1,3170
0.04200000000000001,122,0.3265819561601483,1,3123
0.04000000000000001,78,0.32640364312260883,1,3019
0.04400000000000001,170,0.32627031752835983,1,3197
0.032,18,0.32611153793187997,1,2864
0.04200000000000001,126,0.3260491335644901,1,3134
0.04200000000000001,124,0.32603549191522296,1,3133
0.04200000000000001,128,0.32589855071826346,1,3139
0.04000000000000001,80,0.32588810488884146,1,3024
0.04400000000000001,172,0.3258734290365116,1,3202
0.036000000000000004,42,0.3257428136648143,1,2905
0.04400000000000001,174,0.3256669235484108,1,3207
0.034,28,0.32545295492691534,1,2886
0.04400000000000001,178,0.32497078011002,1,3220
0.04400000000000001,176,0.32496158150723276,1,3219
0.04000000000000001,82,0.32471208365604975,1,3037
0.036000000000000004,44,0.32464745153130564,1,2927
0.04200000000000001,132,0.3246128745002868,1,3157
0.04200000000000001,130,0.32456113465021075,1,3155
0.04200000000000001,134,0.32454889998159725,1,3184
0.04200000000000001,138,0.3243451189591699,1,3198
0.04200000000000001,136,0.32429364522658044,1,3189
0.038000000000000006,60,0.3242496775364908,1,2990
0.04400000000000001,180,0.3242230602630046,1,3232
0.04400000000000001,182,0.32409173762770566,1,3238
0.032,20,0.3240507615333059,1,2911
0.04400000000000001,184,0.3238422709801107,1,3241
0.04400000000000001,186,0.32376738139026917,1,3246
0.04400000000000001,188,0.3237426940755665,1,3248
0.038000000000000006,56,0.3236619861406949,1,2929
0.04000000000000001,84,0.3236037844101261,1,3074
0.034,30,0.3234965338103069,1,2920
0.04000000000000001,88,0.3234807932553168,1,3097
0.038000000000000006,62,0.32345336338718234,1,3007
0.038000000000000006,64,0.3233785939014087,1,3041
0.04200000000000001,140,0.3232987952186674,1,3211
0.038000000000000006,58,0.32322728442184234,1,2941
0.04400000000000001,190,0.3232168384664802,1,3253
0.04000000000000001,86,0.3230593807689147,1,3082
0.04400000000000001,194,0.32290522076044736,1,3266
0.036000000000000004,46,0.3228807315186667,1,2947
0.04400000000000001,192,0.3228756158515806,1,3258
0.04400000000000001,196,0.3227784112549648,1,3267
0.04400000000000001,198,0.3222364862296749,1,3279
0.034,32,0.3221371234829188,1,2948
0.04000000000000001,90,0.3221148357534289,1,3118
0.04000000000000001,92,0.3220500547920888,1,3147
0.038000000000000006,66,0.32167074508926663,1,3079
0.04200000000000001,142,0.32161896438287313,1,3230
0.03,14,0.32135183171730725,1,2930
0.04200000000000001,146,0.3212197911548014,1,3248
0.04200000000000001,144,0.3212182303169418,1,3236
0.04200000000000001,148,0.3209460964614336,1,3253
0.04000000000000001,94,0.3208363616703378,1,3157
0.032,22,0.3207398266672724,1,2968
0.036000000000000004,48,0.3206970541718311,1,2980
0.04200000000000001,150,0.32052178189618186,1,3260
0.034,34,0.3204298356636495,1,2982
0.038000000000000006,70,0.3199975377445206,1,3109
0.04200000000000001,154,0.3199875432285019,1,3286
0.038000000000000006,68,0.31996624353503444,1,3093
0.04200000000000001,152,0.3199360622357039,1,3266
0.04200000000000001,156,0.3197869853879659,1,3288
0.04200000000000001,158,0.3197133141978446,1,3290
0.04200000000000001,160,0.319242834304663,1,3294
0.04000000000000001,96,0.31893889407379994,1,3209
0.034,36,0.3188637721714796,1,3002
0.04000000000000001,98,0.3186267443079408,1,3216
